order_id,created_at,customer_email,quantity,unit_price,total,country,currency,phone
ORD1138,2026-08-02 10:30:00,customer_138@example.com,4,27.0,108.0,US,USD,15550100138
ORD1139,2026-08-02 10:45:00,customer_139@example.com,4,14.0,56.0,US,USD,15550100139
ORD1140,2026-08-02 11:00:00,customer_140@example.com,2,19.0,38.0,US,USD,15550100140
ORD1141,2026-08-02 11:15:00,customer_141@example.com,2,11.0,22.0,US,USD,15550100141
ORD1142,2026-08-02 11:30:00,customer_142@example.com,5,27.0,135.0,US,USD,15550100142
ORD1143,2026-08-02 11:45:00,customer_143@example.com,1,20.0,20.0,US,USD,15550100143
ORD1144,2026-08-02 12:00:00,customer_144@example.com,1,11.0,11.0,US,USD,15550100144
ORD1145,2026-08-02 12:15:00,customer_145@example.com,5,25.0,125.0,US,USD,15550100145
ORD1146,2026-08-02 12:30:00,customer_146@example.com,5,26.0,130.0,US,USD,15550100146
ORD1147,2026-08-02 12:45:00,customer_147@example.com,2,11.0,22.0,US,USD,15550100147
ORD1148,2026-08-02 13:00:00,customer_148@example.com,5,12.0,60.0,US,USD,15550100148
ORD1149,2026-08-02 13:15:00,customer_149@example.com,2,12.0,24.0,US,USD,15550100149
ORD1150,2026-08-02 13:30:00,customer_150@example.com,5,12.0,60.0,US,USD,15550100150
ORD1151,2026-08-02 13:45:00,customer_151@example.com,2,22.0,44.0,US,USD,15550100151
ORD1152,2026-08-02 14:00:00,customer_152@example.com,1,28.0,28.0,US,USD,15550100152
ORD1153,2026-08-02 14:15:00,customer_153@example.com,2,28.0,56.0,US,USD,15550100153
ORD1154,2026-08-02 14:30:00,customer_154@example.com,5,11.0,55.0,US,USD,15550100154
ORD1155,2026-08-02 14:45:00,customer_155@example.com,5,12.0,60.0,US,USD,15550100155
ORD1156,2026-08-02 15:00:00,customer_156@example.com,4,28.0,112.0,US,USD,15550100156
ORD1157,2026-08-02 15:15:00,customer_157@example.com,5,26.0,130.0,US,USD,15550100157
ORD1158,2026-08-02 15:30:00,customer_158@example.com,3,18.0,54.0,US,USD,15550100158
ORD1159,2026-08-02 15:45:00,customer_159@example.com,2,20.0,40.0,US,USD,15550100159
ORD1160,2026-08-02 16:00:00,customer_160@example.com,2,18.0,36.0,US,USD,15550100160
ORD1161,2026-08-02 16:15:00,customer_161@example.com,4,14.0,56.0,US,USD,15550100161
ORD1162,2026-08-02 16:30:00,customer_162@example.com,3,24.0,72.0,US,USD,15550100162
ORD1163,2026-08-02 16:45:00,customer_163@example.com,3,12.0,36.0,US,USD,15550100163
ORD1164,2026-08-02 17:00:00,customer_164@example.com,1,24.0,24.0,US,USD,15550100164
ORD1165,2026-08-02 17:15:00,customer_165@example.com,5,28.0,140.0,US,USD,15550100165
ORD1166,2026-08-02 17:30:00,customer_166@example.com,1,12.0,12.0,US,USD,15550100166
ORD1167,2026-08-02 17:45:00,customer_167@example.com,5,16.0,80.0,US,USD,15550100167
ORD1168,2026-08-02 18:00:00,customer_168@example.com,5,18.0,90.0,US,USD,15550100168
ORD1169,2026-08-02 18:15:00,customer_169@example.com,2,21.0,42.0,US,USD,15550100169
ORD1170,2026-08-02 18:30:00,customer_170@example.com,1,17.0,17.0,US,USD,15550100170
ORD1171,2026-08-02 18:45:00,customer_171@example.com,3,19.0,57.0,US,USD,15550100171
ORD1172,2026-08-02 19:00:00,customer_172@example.com,2,24.0,48.0,US,USD,15550100172
ORD1173,2026-08-02 19:15:00,customer_173@example.com,5,19.0,95.0,US,USD,15550100173
ORD1174,2026-08-02 19:30:00,customer_174@example.com,5,30.0,150.0,US,USD,15550100174
ORD1175,2026-08-02 19:45:00,customer_175@example.com,5,10.0,50.0,US,USD,15550100175
ORD1176,2026-08-02 20:00:00,customer_176@example.com,5,19.0,95.0,US,USD,15550100176
ORD1177,2026-08-02 20:15:00,customer_177@example.com,1,14.0,14.0,US,USD,15550100177
ORD1178,2026-08-02 20:30:00,customer_178@example.com,3,13.0,39.0,US,USD,15550100178
ORD1179,2026-08-02 20:45:00,customer_179@example.com,1,27.0,27.0,US,USD,15550100179
ORD1180,2026-08-02 21:00:00,customer_180@example.com,2,18.0,36.0,US,USD,15550100180
ORD1181,2026-08-02 21:15:00,customer_181@example.com,3,29.0,87.0,US,USD,15550100181
ORD1182,2026-08-02 21:30:00,customer_182@example.com,2,20.0,40.0,US,USD,15550100182
ORD1183,2026-08-02 21:45:00,customer_183@example.com,2,30.0,60.0,US,USD,15550100183
ORD1184,2026-08-02 22:00:00,customer_184@example.com,3,26.0,78.0,US,USD,15550100184
ORD1185,2026-08-02 22:15:00,customer_185@example.com,4,18.0,72.0,US,USD,15550100185
ORD1186,2026-08-02 22:30:00,customer_186@example.com,1,12.0,12.0,US,USD,15550100186
ORD1187,2026-08-02 22:45:00,customer_187@example.com,4,18.0,72.0,US,USD,15550100187
ORD1188,2026-08-02 23:00:00,customer_188@example.com,1,10.0,10.0,US,USD,15550100188
ORD1189,2026-08-02 23:15:00,customer_189@example.com,3,14.0,42.0,US,USD,15550100189
ORD1190,2026-08-02 23:30:00,customer_190@example.com,3,15.0,45.0,US,USD,15550100190
ORD1191,2026-08-02 23:45:00,customer_191@example.com,4,27.0,108.0,US,USD,15550100191
ORD1192,2026-08-03 00:00:00,customer_192@example.com,4,27.0,108.0,US,USD,15550100192
ORD1193,2026-08-03 00:15:00,customer_193@example.com,1,13.0,13.0,US,USD,15550100193
ORD1194,2026-08-03 00:30:00,customer_194@example.com,1,14.0,14.0,US,USD,15550100194
ORD1195,2026-08-03 00:45:00,customer_195@example.com,5,11.0,55.0,US,USD,15550100195
ORD1196,2026-08-03 01:00:00,customer_196@example.com,3,28.0,84.0,US,USD,15550100196
ORD1197,2026-08-03 01:15:00,customer_197@example.com,5,14.0,70.0,US,USD,15550100197
ORD1198,2026-08-03 01:30:00,customer_198@example.com,4,14.0,56.0,US,USD,15550100198
ORD1199,2026-08-03 01:45:00,customer_199@example.com,1,19.0,19.0,US,USD,15550100199
ORD1200,2026-08-03 02:00:00,customer_200@example.com,3,11.0,33.0,US,USD,15550100200
ORD1201,2026-08-03 02:15:00,customer_201@example.com,3,16.0,48.0,US,USD,15550100201
ORD1202,2026-08-03 02:30:00,customer_202@example.com,2,13.0,26.0,US,USD,15550100202
ORD1203,2026-08-03 02:45:00,customer_203@example.com,3,27.0,81.0,US,USD,15550100203
ORD1204,2026-08-03 03:00:00,customer_204@example.com,4,29.0,116.0,US,USD,15550100204
ORD1205,2026-08-03 03:15:00,customer_205@example.com,2,17.0,34.0,US,USD,15550100205
ORD1206,2026-08-03 03:30:00,customer_206@example.com,2,15.0,30.0,US,USD,15550100206
ORD1207,2026-08-03 03:45:00,customer_207@example.com,4,10.0,40.0,US,USD,15550100207
ORD1208,2026-08-03 04:00:00,customer_208@example.com,2,20.0,40.0,US,USD,15550100208
ORD1209,2026-08-03 04:15:00,customer_209@example.com,4,17.0,68.0,US,USD,15550100209
ORD1210,2026-08-03 04:30:00,customer_210@example.com,3,15.0,45.0,US,USD,15550100210
ORD1211,2026-08-03 04:45:00,customer_211@example.com,1,22.0,22.0,US,USD,15550100211
ORD1212,2026-08-03 05:00:00,customer_212@example.com,1,25.0,25.0,US,USD,15550100212
ORD1213,2026-08-03 05:15:00,customer_213@example.com,2,16.0,32.0,US,USD,15550100213
ORD1214,2026-08-03 05:30:00,customer_214@example.com,4,21.0,84.0,US,USD,15550100214
ORD1215,2026-08-03 05:45:00,customer_215@example.com,3,17.0,51.0,US,USD,15550100215
ORD1216,2026-08-03 06:00:00,customer_216@example.com,2,10.0,20.0,US,USD,15550100216
ORD1217,2026-08-03 06:15:00,customer_217@example.com,2,22.0,44.0,US,USD,15550100217
ORD1218,2026-08-03 06:30:00,customer_218@example.com,3,18.0,54.0,US,USD,15550100218
ORD1219,2026-08-03 06:45:00,customer_219@example.com,1,18.0,18.0,US,USD,15550100219
ORD1220,2026-08-03 07:00:00,customer_220@example.com,3,30.0,90.0,US,USD,15550100220
ORD1221,2026-08-03 07:15:00,customer_221@example.com,5,22.0,110.0,US,USD,15550100221
ORD1222,2026-08-03 07:30:00,customer_222@example.com,5,20.0,100.0,US,USD,15550100222
ORD1223,2026-08-03 07:45:00,customer_223@example.com,1,13.0,13.0,US,USD,15550100223
ORD1224,2026-08-03 08:00:00,customer_224@example.com,3,15.0,45.0,US,USD,15550100224
ORD1225,2026-08-03 08:15:00,customer_225@example.com,5,18.0,90.0,US,USD,15550100225
ORD1226,2026-08-03 08:30:00,customer_226@example.com,1,13.0,13.0,US,USD,15550100226
ORD1227,2026-08-03 08:45:00,customer_227@example.com,5,23.0,115.0,US,USD,15550100227
ORD1228,2026-08-03 09:00:00,customer_228@example.com,3,20.0,60.0,US,USD,15550100228
ORD1229,2026-08-03 09:15:00,customer_229@example.com,4,29.0,116.0,US,USD,15550100229
ORD1230,2026-08-03 09:30:00,customer_230@example.com,5,13.0,65.0,US,USD,15550100230
ORD1231,2026-08-03 09:45:00,customer_231@example.com,4,28.0,112.0,US,USD,15550100231
ORD1232,2026-08-03 10:00:00,customer_232@example.com,2,18.0,36.0,US,USD,15550100232
ORD1233,2026-08-03 10:15:00,customer_233@example.com,1,23.0,23.0,US,USD,15550100233
ORD1234,2026-08-03 10:30:00,customer_234@example.com,1,26.0,26.0,US,USD,15550100234
ORD1235,2026-08-03 10:45:00,customer_235@example.com,5,16.0,80.0,US,USD,15550100235
ORD1236,2026-08-03 11:00:00,customer_236@example.com,3,23.0,69.0,US,USD,15550100236
ORD1237,2026-08-03 11:15:00,customer_237@example.com,1,20.0,20.0,US,USD,15550100237
ORD1238,2026-08-03 11:30:00,customer_238@example.com,5,20.0,100.0,US,USD,15550100238
ORD1239,2026-08-03 11:45:00,customer_239@example.com,1,19.0,19.0,US,USD,15550100239
ORD1240,2026-08-03 12:00:00,customer_240@example.com,5,19.0,95.0,US,USD,15550100240
ORD1241,2026-08-03 12:15:00,customer_241@example.com,4,20.0,80.0,US,USD,15550100241
ORD1242,2026-08-03 12:30:00,customer_242@example.com,4,19.0,76.0,US,USD,15550100242
ORD1243,2026-08-03 12:45:00,customer_243@example.com,5,14.0,70.0,US,USD,15550100243
ORD1244,2026-08-03 13:00:00,customer_244@example.com,2,23.0,46.0,US,USD,15550100244
ORD1245,2026-08-03 13:15:00,customer_245@example.com,4,15.0,60.0,US,USD,15550100245
ORD1246,2026-08-03 13:30:00,customer_246@example.com,5,28.0,140.0,US,USD,15550100246
ORD1247,2026-08-03 13:45:00,customer_247@example.com,3,22.0,66.0,US,USD,15550100247
ORD1248,2026-08-03 14:00:00,customer_248@example.com,5,10.0,50.0,US,USD,15550100248
ORD1249,2026-08-03 14:15:00,customer_249@example.com,3,19.0,57.0,US,USD,15550100249
ORD1250,2026-08-03 14:30:00,customer_250@example.com,2,23.0,46.0,US,USD,15550100250
ORD1251,2026-08-03 14:45:00,customer_251@example.com,5,29.0,145.0,US,USD,15550100251
ORD1252,2026-08-03 15:00:00,customer_252@example.com,3,24.0,72.0,US,USD,15550100252
ORD1253,2026-08-03 15:15:00,customer_253@example.com,4,24.0,96.0,US,USD,15550100253
ORD1254,2026-08-03 15:30:00,customer_254@example.com,2,26.0,52.0,US,USD,15550100254
ORD1255,2026-08-03 15:45:00,customer_255@example.com,4,15.0,60.0,US,USD,15550100255
ORD1256,2026-08-03 16:00:00,customer_256@example.com,1,19.0,19.0,US,USD,15550100256
ORD1257,2026-08-03 16:15:00,customer_257@example.com,5,30.0,150.0,US,USD,15550100257
ORD1258,2026-08-03 16:30:00,customer_258@example.com,5,20.0,100.0,US,USD,15550100258
ORD1259,2026-08-03 16:45:00,customer_259@example.com,1,17.0,17.0,US,USD,15550100259
ORD1260,2026-08-03 17:00:00,customer_260@example.com,3,17.0,51.0,US,USD,15550100260
ORD1261,2026-08-03 17:15:00,customer_261@example.com,2,14.0,28.0,US,USD,15550100261
ORD1262,2026-08-03 17:30:00,customer_262@example.com,1,11.0,11.0,US,USD,15550100262
ORD1263,2026-08-03 17:45:00,customer_263@example.com,2,25.0,50.0,US,USD,15550100263
ORD1264,2026-08-03 18:00:00,customer_264@example.com,5,12.0,60.0,US,USD,15550100264
ORD1265,2026-08-03 18:15:00,customer_265@example.com,4,23.0,92.0,US,USD,15550100265
ORD1266,2026-08-03 18:30:00,customer_266@example.com,5,16.0,80.0,US,USD,15550100266
ORD1267,2026-08-03 18:45:00,customer_267@example.com,4,25.0,100.0,US,USD,15550100267
ORD1268,2026-08-03 19:00:00,customer_268@example.com,4,17.0,68.0,US,USD,15550100268
ORD1269,2026-08-03 19:15:00,customer_269@example.com,2,30.0,60.0,US,USD,15550100269
ORD1270,2026-08-03 19:30:00,customer_270@example.com,1,13.0,13.0,US,USD,15550100270
ORD1271,2026-08-03 19:45:00,customer_271@example.com,4,17.0,68.0,US,USD,15550100271
ORD1272,2026-08-03 20:00:00,customer_272@example.com,2,26.0,52.0,US,USD,15550100272
ORD1273,2026-08-03 20:15:00,customer_273@example.com,4,11.0,44.0,US,USD,15550100273
ORD1274,2026-08-03 20:30:00,customer_274@example.com,5,17.0,85.0,US,USD,15550100274
ORD1275,2026-08-03 20:45:00,customer_275@example.com,1,24.0,24.0,US,USD,15550100275
ORD1276,2026-08-03 21:00:00,customer_276@example.com,2,24.0,48.0,US,USD,15550100276
ORD1277,2026-08-03 21:15:00,customer_277@example.com,5,27.0,135.0,US,USD,15550100277
ORD1278,2026-08-03 21:30:00,customer_278@example.com,5,20.0,100.0,US,USD,15550100278
ORD1279,2026-08-03 21:45:00,customer_279@example.com,4,29.0,116.0,US,USD,15550100279
ORD1280,2026-08-03 22:00:00,customer_280@example.com,5,23.0,115.0,US,USD,15550100280
ORD1281,2026-08-03 22:15:00,customer_281@example.com,5,24.0,120.0,US,USD,15550100281
ORD1282,2026-08-03 22:30:00,customer_282@example.com,2,25.0,50.0,US,USD,15550100282
ORD1283,2026-08-03 22:45:00,customer_283@example.com,4,18.0,72.0,US,USD,15550100283
ORD1284,2026-08-03 23:00:00,customer_284@example.com,2,30.0,60.0,US,USD,15550100284
ORD1285,2026-08-03 23:15:00,customer_285@example.com,3,26.0,78.0,US,USD,15550100285
ORD1286,2026-08-03 23:30:00,customer_286@example.com,4,30.0,120.0,US,USD,15550100286
ORD1287,2026-08-03 23:45:00,customer_287@example.com,2,18.0,36.0,US,USD,15550100287
ORD1288,2026-08-04 00:00:00,customer_288@example.com,4,12.0,48.0,US,USD,15550100288
ORD1289,2026-08-04 00:15:00,customer_289@example.com,3,17.0,51.0,US,USD,15550100289
