order_id,created_at,customer_email,quantity,unit_price,total,country,currency,phone
,2026-08-01 14:30:00,customer_58@example.com,1,13.0,13.0,US,USD,15550100058
,2026-08-01 14:45:00,customer_59@example.com,2,30.0,60.0,US,USD,15550100059
,2026-08-01 15:00:00,customer_60@example.com,2,23.0,46.0,US,USD,15550100060
,2026-08-01 15:15:00,customer_61@example.com,5,12.0,60.0,US,USD,15550100061
,2026-08-01 15:30:00,customer_62@example.com,4,22.0,88.0,US,USD,15550100062
,2026-08-01 15:45:00,customer_63@example.com,5,24.0,120.0,US,USD,15550100063
,2026-08-01 16:00:00,customer_64@example.com,5,18.0,90.0,US,USD,15550100064
,2026-08-01 16:15:00,customer_65@example.com,5,10.0,50.0,US,USD,15550100065
,2026-08-01 16:30:00,customer_66@example.com,1,27.0,27.0,US,USD,15550100066
,2026-08-01 16:45:00,customer_67@example.com,3,30.0,90.0,US,USD,15550100067
,2026-08-01 17:00:00,customer_68@example.com,3,13.0,39.0,US,USD,15550100068
,2026-08-01 17:15:00,customer_69@example.com,3,23.0,69.0,US,USD,15550100069
,2026-08-01 17:30:00,customer_70@example.com,2,24.0,48.0,US,USD,15550100070
,2026-08-01 17:45:00,customer_71@example.com,1,18.0,18.0,US,USD,15550100071
,2026-08-01 18:00:00,customer_72@example.com,5,15.0,75.0,US,USD,15550100072
,2026-08-01 18:15:00,customer_73@example.com,5,13.0,65.0,US,USD,15550100073
,2026-08-01 18:30:00,customer_74@example.com,3,30.0,90.0,US,USD,15550100074
,2026-08-01 18:45:00,customer_75@example.com,5,29.0,145.0,US,USD,15550100075
,2026-08-01 19:00:00,customer_76@example.com,2,14.0,28.0,US,USD,15550100076
,2026-08-01 19:15:00,customer_77@example.com,3,15.0,45.0,US,USD,15550100077
,2026-08-01 19:30:00,customer_78@example.com,5,26.0,130.0,US,USD,15550100078
,2026-08-01 19:45:00,customer_79@example.com,1,29.0,29.0,US,USD,15550100079
,2026-08-01 20:00:00,customer_80@example.com,3,25.0,75.0,US,USD,15550100080
,2026-08-01 20:15:00,customer_81@example.com,1,13.0,13.0,US,USD,15550100081
,2026-08-01 20:30:00,customer_82@example.com,3,19.0,57.0,US,USD,15550100082
,2026-08-01 20:45:00,customer_83@example.com,2,11.0,22.0,US,USD,15550100083
,2026-08-01 21:00:00,customer_84@example.com,2,28.0,56.0,US,USD,15550100084
,2026-08-01 21:15:00,customer_85@example.com,1,12.0,12.0,US,USD,15550100085
,2026-08-01 21:30:00,customer_86@example.com,4,12.0,48.0,US,USD,15550100086
,2026-08-01 21:45:00,customer_87@example.com,5,14.0,70.0,US,USD,15550100087
,2026-08-01 22:00:00,customer_88@example.com,2,25.0,50.0,US,USD,15550100088
,2026-08-01 22:15:00,customer_89@example.com,5,15.0,75.0,US,USD,15550100089
,2026-08-01 22:30:00,customer_90@example.com,3,26.0,78.0,US,USD,15550100090
,2026-08-01 22:45:00,customer_91@example.com,5,23.0,115.0,US,USD,15550100091
,2026-08-01 23:00:00,customer_92@example.com,2,27.0,54.0,US,USD,15550100092
,2026-08-01 23:15:00,customer_93@example.com,2,19.0,38.0,US,USD,15550100093
,2026-08-01 23:30:00,customer_94@example.com,4,30.0,120.0,US,USD,15550100094
,2026-08-01 23:45:00,customer_95@example.com,3,24.0,72.0,US,USD,15550100095
,2026-08-02 00:00:00,customer_96@example.com,5,24.0,120.0,US,USD,15550100096
,2026-08-02 00:15:00,customer_97@example.com,1,17.0,17.0,US,USD,15550100097
,2026-08-02 00:30:00,customer_98@example.com,2,12.0,24.0,US,USD,15550100098
,2026-08-02 00:45:00,customer_99@example.com,3,10.0,30.0,US,USD,15550100099
,2026-08-02 01:00:00,customer_100@example.com,5,27.0,135.0,US,USD,15550100100
,2026-08-02 01:15:00,customer_101@example.com,2,28.0,56.0,US,USD,15550100101
,2026-08-02 01:30:00,customer_102@example.com,2,10.0,20.0,US,USD,15550100102
,2026-08-02 01:45:00,customer_103@example.com,1,30.0,30.0,US,USD,15550100103
,2026-08-02 02:00:00,customer_104@example.com,1,17.0,17.0,US,USD,15550100104
,2026-08-02 02:15:00,customer_105@example.com,1,11.0,11.0,US,USD,15550100105
,2026-08-02 02:30:00,customer_106@example.com,3,12.0,36.0,US,USD,15550100106
,2026-08-02 02:45:00,customer_107@example.com,5,17.0,85.0,US,USD,15550100107
,2026-08-02 03:00:00,customer_108@example.com,3,25.0,75.0,US,USD,15550100108
,2026-08-02 03:15:00,customer_109@example.com,2,27.0,54.0,US,USD,15550100109
,2026-08-02 03:30:00,customer_110@example.com,2,28.0,56.0,US,USD,15550100110
,2026-08-02 03:45:00,customer_111@example.com,5,25.0,125.0,US,USD,15550100111
,2026-08-02 04:00:00,customer_112@example.com,2,25.0,50.0,US,USD,15550100112
,2026-08-02 04:15:00,customer_113@example.com,4,16.0,64.0,US,USD,15550100113
,2026-08-02 04:30:00,customer_114@example.com,1,13.0,13.0,US,USD,15550100114
,2026-08-02 04:45:00,customer_115@example.com,4,21.0,84.0,US,USD,15550100115
,2026-08-02 05:00:00,customer_116@example.com,4,23.0,92.0,US,USD,15550100116
,2026-08-02 05:15:00,customer_117@example.com,4,11.0,44.0,US,USD,15550100117
,2026-08-02 05:30:00,customer_118@example.com,1,11.0,11.0,US,USD,15550100118
,2026-08-02 05:45:00,customer_119@example.com,4,20.0,80.0,US,USD,15550100119
,2026-08-02 06:00:00,customer_120@example.com,1,17.0,17.0,US,USD,15550100120
,2026-08-02 06:15:00,customer_121@example.com,2,16.0,32.0,US,USD,15550100121
,2026-08-02 06:30:00,customer_122@example.com,5,24.0,120.0,US,USD,15550100122
,2026-08-02 06:45:00,customer_123@example.com,2,23.0,46.0,US,USD,15550100123
,2026-08-02 07:00:00,customer_124@example.com,2,18.0,36.0,US,USD,15550100124
,2026-08-02 07:15:00,customer_125@example.com,4,17.0,68.0,US,USD,15550100125
,2026-08-02 07:30:00,customer_126@example.com,1,24.0,24.0,US,USD,15550100126
,2026-08-02 07:45:00,customer_127@example.com,5,13.0,65.0,US,USD,15550100127
,2026-08-02 08:00:00,customer_128@example.com,1,30.0,30.0,US,USD,15550100128
,2026-08-02 08:15:00,customer_129@example.com,5,10.0,50.0,US,USD,15550100129
,2026-08-02 08:30:00,customer_130@example.com,1,17.0,17.0,US,USD,15550100130
,2026-08-02 08:45:00,customer_131@example.com,2,23.0,46.0,US,USD,15550100131
,2026-08-02 09:00:00,customer_132@example.com,4,25.0,100.0,US,USD,15550100132
,2026-08-02 09:15:00,customer_133@example.com,2,22.0,44.0,US,USD,15550100133
,2026-08-02 09:30:00,customer_134@example.com,1,15.0,15.0,US,USD,15550100134
,2026-08-02 09:45:00,customer_135@example.com,4,10.0,40.0,US,USD,15550100135
,2026-08-02 10:00:00,customer_136@example.com,4,18.0,72.0,US,USD,15550100136
,2026-08-02 10:15:00,customer_137@example.com,4,19.0,76.0,US,USD,15550100137
,2026-08-02 10:30:00,customer_138@example.com,4,27.0,108.0,US,USD,15550100138
,2026-08-02 10:45:00,customer_139@example.com,4,14.0,56.0,US,USD,15550100139
,2026-08-02 11:00:00,customer_140@example.com,2,19.0,38.0,US,USD,15550100140
,2026-08-02 11:15:00,customer_141@example.com,2,11.0,22.0,US,USD,15550100141
,2026-08-02 11:30:00,customer_142@example.com,5,27.0,135.0,US,USD,15550100142
,2026-08-02 11:45:00,customer_143@example.com,1,20.0,20.0,US,USD,15550100143
,2026-08-02 12:00:00,customer_144@example.com,1,11.0,11.0,US,USD,15550100144
,2026-08-02 12:15:00,customer_145@example.com,5,25.0,125.0,US,USD,15550100145
,2026-08-02 12:30:00,customer_146@example.com,5,26.0,130.0,US,USD,15550100146
,2026-08-02 12:45:00,customer_147@example.com,2,11.0,22.0,US,USD,15550100147
,2026-08-02 13:00:00,customer_148@example.com,5,12.0,60.0,US,USD,15550100148
,2026-08-02 13:15:00,customer_149@example.com,2,12.0,24.0,US,USD,15550100149
,2026-08-02 13:30:00,customer_150@example.com,5,12.0,60.0,US,USD,15550100150
,2026-08-02 13:45:00,customer_151@example.com,2,22.0,44.0,US,USD,15550100151
,2026-08-02 14:00:00,customer_152@example.com,1,28.0,28.0,US,USD,15550100152
,2026-08-02 14:15:00,customer_153@example.com,2,28.0,56.0,US,USD,15550100153
,2026-08-02 14:30:00,customer_154@example.com,5,11.0,55.0,US,USD,15550100154
,2026-08-02 14:45:00,customer_155@example.com,5,12.0,60.0,US,USD,15550100155
,2026-08-02 15:00:00,customer_156@example.com,4,28.0,112.0,US,USD,15550100156
,2026-08-02 15:15:00,customer_157@example.com,5,26.0,130.0,US,USD,15550100157
,2026-08-02 15:30:00,customer_158@example.com,3,18.0,54.0,US,USD,15550100158
,2026-08-02 15:45:00,customer_159@example.com,2,20.0,40.0,US,USD,15550100159
,2026-08-02 16:00:00,customer_160@example.com,2,18.0,36.0,US,USD,15550100160
,2026-08-02 16:15:00,customer_161@example.com,4,14.0,56.0,US,USD,15550100161
,2026-08-02 16:30:00,customer_162@example.com,3,24.0,72.0,US,USD,15550100162
,2026-08-02 16:45:00,customer_163@example.com,3,12.0,36.0,US,USD,15550100163
,2026-08-02 17:00:00,customer_164@example.com,1,24.0,24.0,US,USD,15550100164
,2026-08-02 17:15:00,customer_165@example.com,5,28.0,140.0,US,USD,15550100165
,2026-08-02 17:30:00,customer_166@example.com,1,12.0,12.0,US,USD,15550100166
,2026-08-02 17:45:00,customer_167@example.com,5,16.0,80.0,US,USD,15550100167
,2026-08-02 18:00:00,customer_168@example.com,5,18.0,90.0,US,USD,15550100168
,2026-08-02 18:15:00,customer_169@example.com,2,21.0,42.0,US,USD,15550100169
,2026-08-02 18:30:00,customer_170@example.com,1,17.0,17.0,US,USD,15550100170
,2026-08-02 18:45:00,customer_171@example.com,3,19.0,57.0,US,USD,15550100171
,2026-08-02 19:00:00,customer_172@example.com,2,24.0,48.0,US,USD,15550100172
,2026-08-02 19:15:00,customer_173@example.com,5,19.0,95.0,US,USD,15550100173
,2026-08-02 19:30:00,customer_174@example.com,5,30.0,150.0,US,USD,15550100174
,2026-08-02 19:45:00,customer_175@example.com,5,10.0,50.0,US,USD,15550100175
,2026-08-02 20:00:00,customer_176@example.com,5,19.0,95.0,US,USD,15550100176
,2026-08-02 20:15:00,customer_177@example.com,1,14.0,14.0,US,USD,15550100177
,2026-08-02 20:30:00,customer_178@example.com,3,13.0,39.0,US,USD,15550100178
,2026-08-02 20:45:00,customer_179@example.com,1,27.0,27.0,US,USD,15550100179
,2026-08-02 21:00:00,customer_180@example.com,2,18.0,36.0,US,USD,15550100180
,2026-08-02 21:15:00,customer_181@example.com,3,29.0,87.0,US,USD,15550100181
,2026-08-02 21:30:00,customer_182@example.com,2,20.0,40.0,US,USD,15550100182
,2026-08-02 21:45:00,customer_183@example.com,2,30.0,60.0,US,USD,15550100183
,2026-08-02 22:00:00,customer_184@example.com,3,26.0,78.0,US,USD,15550100184
,2026-08-02 22:15:00,customer_185@example.com,4,18.0,72.0,US,USD,15550100185
,2026-08-02 22:30:00,customer_186@example.com,1,12.0,12.0,US,USD,15550100186
,2026-08-02 22:45:00,customer_187@example.com,4,18.0,72.0,US,USD,15550100187
,2026-08-02 23:00:00,customer_188@example.com,1,10.0,10.0,US,USD,15550100188
,2026-08-02 23:15:00,customer_189@example.com,3,14.0,42.0,US,USD,15550100189
,2026-08-02 23:30:00,customer_190@example.com,3,15.0,45.0,US,USD,15550100190
,2026-08-02 23:45:00,customer_191@example.com,4,27.0,108.0,US,USD,15550100191
,2026-08-03 00:00:00,customer_192@example.com,4,27.0,108.0,US,USD,15550100192
,2026-08-03 00:15:00,customer_193@example.com,1,13.0,13.0,US,USD,15550100193
,2026-08-03 00:30:00,customer_194@example.com,1,14.0,14.0,US,USD,15550100194
,2026-08-03 00:45:00,customer_195@example.com,5,11.0,55.0,US,USD,15550100195
,2026-08-03 01:00:00,customer_196@example.com,3,28.0,84.0,US,USD,15550100196
,2026-08-03 01:15:00,customer_197@example.com,5,14.0,70.0,US,USD,15550100197
,2026-08-03 01:30:00,customer_198@example.com,4,14.0,56.0,US,USD,15550100198
,2026-08-03 01:45:00,customer_199@example.com,1,19.0,19.0,US,USD,15550100199
,2026-08-03 02:00:00,customer_200@example.com,3,11.0,33.0,US,USD,15550100200
,2026-08-03 02:15:00,customer_201@example.com,3,16.0,48.0,US,USD,15550100201
,2026-08-03 02:30:00,customer_202@example.com,2,13.0,26.0,US,USD,15550100202
,2026-08-03 02:45:00,customer_203@example.com,3,27.0,81.0,US,USD,15550100203
,2026-08-03 03:00:00,customer_204@example.com,4,29.0,116.0,US,USD,15550100204
,2026-08-03 03:15:00,customer_205@example.com,2,17.0,34.0,US,USD,15550100205
,2026-08-03 03:30:00,customer_206@example.com,2,15.0,30.0,US,USD,15550100206
,2026-08-03 03:45:00,customer_207@example.com,4,10.0,40.0,US,USD,15550100207
,2026-08-03 04:00:00,customer_208@example.com,2,20.0,40.0,US,USD,15550100208
,2026-08-03 04:15:00,customer_209@example.com,4,17.0,68.0,US,USD,15550100209
,2026-08-03 04:30:00,customer_210@example.com,3,15.0,45.0,US,USD,15550100210
,2026-08-03 04:45:00,customer_211@example.com,1,22.0,22.0,US,USD,15550100211
,2026-08-03 05:00:00,customer_212@example.com,1,25.0,25.0,US,USD,15550100212
,2026-08-03 05:15:00,customer_213@example.com,2,16.0,32.0,US,USD,15550100213
,2026-08-03 05:30:00,customer_214@example.com,4,21.0,84.0,US,USD,15550100214
,2026-08-03 05:45:00,customer_215@example.com,3,17.0,51.0,US,USD,15550100215
,2026-08-03 06:00:00,customer_216@example.com,2,10.0,20.0,US,USD,15550100216
,2026-08-03 06:15:00,customer_217@example.com,2,22.0,44.0,US,USD,15550100217
,2026-08-03 06:30:00,customer_218@example.com,3,18.0,54.0,US,USD,15550100218
,2026-08-03 06:45:00,customer_219@example.com,1,18.0,18.0,US,USD,15550100219
,2026-08-03 07:00:00,customer_220@example.com,3,30.0,90.0,US,USD,15550100220
,2026-08-03 07:15:00,customer_221@example.com,5,22.0,110.0,US,USD,15550100221
,2026-08-03 07:30:00,customer_222@example.com,5,20.0,100.0,US,USD,15550100222
,2026-08-03 07:45:00,customer_223@example.com,1,13.0,13.0,US,USD,15550100223
,2026-08-03 08:00:00,customer_224@example.com,3,15.0,45.0,US,USD,15550100224
,2026-08-03 08:15:00,customer_225@example.com,5,18.0,90.0,US,USD,15550100225
,2026-08-03 08:30:00,customer_226@example.com,1,13.0,13.0,US,USD,15550100226
,2026-08-03 08:45:00,customer_227@example.com,5,23.0,115.0,US,USD,15550100227
,2026-08-03 09:00:00,customer_228@example.com,3,20.0,60.0,US,USD,15550100228
,2026-08-03 09:15:00,customer_229@example.com,4,29.0,116.0,US,USD,15550100229
,2026-08-03 09:30:00,customer_230@example.com,5,13.0,65.0,US,USD,15550100230
,2026-08-03 09:45:00,customer_231@example.com,4,28.0,112.0,US,USD,15550100231
,2026-08-03 10:00:00,customer_232@example.com,2,18.0,36.0,US,USD,15550100232
,2026-08-03 10:15:00,customer_233@example.com,1,23.0,23.0,US,USD,15550100233
,2026-08-03 10:30:00,customer_234@example.com,1,26.0,26.0,US,USD,15550100234
,2026-08-03 10:45:00,customer_235@example.com,5,16.0,80.0,US,USD,15550100235
,2026-08-03 11:00:00,customer_236@example.com,3,23.0,69.0,US,USD,15550100236
,2026-08-03 11:15:00,customer_237@example.com,1,20.0,20.0,US,USD,15550100237
,2026-08-03 11:30:00,customer_238@example.com,5,20.0,100.0,US,USD,15550100238
,2026-08-03 11:45:00,customer_239@example.com,1,19.0,19.0,US,USD,15550100239
,2026-08-03 12:00:00,customer_240@example.com,5,19.0,95.0,US,USD,15550100240
,2026-08-03 12:15:00,customer_241@example.com,4,20.0,80.0,US,USD,15550100241
,2026-08-03 12:30:00,customer_242@example.com,4,19.0,76.0,US,USD,15550100242
,2026-08-03 12:45:00,customer_243@example.com,5,14.0,70.0,US,USD,15550100243
,2026-08-03 13:00:00,customer_244@example.com,2,23.0,46.0,US,USD,15550100244
,2026-08-03 13:15:00,customer_245@example.com,4,15.0,60.0,US,USD,15550100245
,2026-08-03 13:30:00,customer_246@example.com,5,28.0,140.0,US,USD,15550100246
,2026-08-03 13:45:00,customer_247@example.com,3,22.0,66.0,US,USD,15550100247
,2026-08-03 14:00:00,customer_248@example.com,5,10.0,50.0,US,USD,15550100248
,2026-08-03 14:15:00,customer_249@example.com,3,19.0,57.0,US,USD,15550100249
,2026-08-03 14:30:00,customer_250@example.com,2,23.0,46.0,US,USD,15550100250
,2026-08-03 14:45:00,customer_251@example.com,5,29.0,145.0,US,USD,15550100251
,2026-08-03 15:00:00,customer_252@example.com,3,24.0,72.0,US,USD,15550100252
,2026-08-03 15:15:00,customer_253@example.com,4,24.0,96.0,US,USD,15550100253
,2026-08-03 15:30:00,customer_254@example.com,2,26.0,52.0,US,USD,15550100254
,2026-08-03 15:45:00,customer_255@example.com,4,15.0,60.0,US,USD,15550100255
,2026-08-03 16:00:00,customer_256@example.com,1,19.0,19.0,US,USD,15550100256
,2026-08-03 16:15:00,customer_257@example.com,5,30.0,150.0,US,USD,15550100257
,2026-08-03 16:30:00,customer_258@example.com,5,20.0,100.0,US,USD,15550100258
,2026-08-03 16:45:00,customer_259@example.com,1,17.0,17.0,US,USD,15550100259
,2026-08-03 17:00:00,customer_260@example.com,3,17.0,51.0,US,USD,15550100260
,2026-08-03 17:15:00,customer_261@example.com,2,14.0,28.0,US,USD,15550100261
,2026-08-03 17:30:00,customer_262@example.com,1,11.0,11.0,US,USD,15550100262
,2026-08-03 17:45:00,customer_263@example.com,2,25.0,50.0,US,USD,15550100263
,2026-08-03 18:00:00,customer_264@example.com,5,12.0,60.0,US,USD,15550100264
,2026-08-03 18:15:00,customer_265@example.com,4,23.0,92.0,US,USD,15550100265
,2026-08-03 18:30:00,customer_266@example.com,5,16.0,80.0,US,USD,15550100266
,2026-08-03 18:45:00,customer_267@example.com,4,25.0,100.0,US,USD,15550100267
,2026-08-03 19:00:00,customer_268@example.com,4,17.0,68.0,US,USD,15550100268
,2026-08-03 19:15:00,customer_269@example.com,2,30.0,60.0,US,USD,15550100269
,2026-08-03 19:30:00,customer_270@example.com,1,13.0,13.0,US,USD,15550100270
,2026-08-03 19:45:00,customer_271@example.com,4,17.0,68.0,US,USD,15550100271
,2026-08-03 20:00:00,customer_272@example.com,2,26.0,52.0,US,USD,15550100272
,2026-08-03 20:15:00,customer_273@example.com,4,11.0,44.0,US,USD,15550100273
,2026-08-03 20:30:00,customer_274@example.com,5,17.0,85.0,US,USD,15550100274
,2026-08-03 20:45:00,customer_275@example.com,1,24.0,24.0,US,USD,15550100275
,2026-08-03 21:00:00,customer_276@example.com,2,24.0,48.0,US,USD,15550100276
,2026-08-03 21:15:00,customer_277@example.com,5,27.0,135.0,US,USD,15550100277
,2026-08-03 21:30:00,customer_278@example.com,5,20.0,100.0,US,USD,15550100278
,2026-08-03 21:45:00,customer_279@example.com,4,29.0,116.0,US,USD,15550100279
,2026-08-03 22:00:00,customer_280@example.com,5,23.0,115.0,US,USD,15550100280
,2026-08-03 22:15:00,customer_281@example.com,5,24.0,120.0,US,USD,15550100281
,2026-08-03 22:30:00,customer_282@example.com,2,25.0,50.0,US,USD,15550100282
,2026-08-03 22:45:00,customer_283@example.com,4,18.0,72.0,US,USD,15550100283
,2026-08-03 23:00:00,customer_284@example.com,2,30.0,60.0,US,USD,15550100284
,2026-08-03 23:15:00,customer_285@example.com,3,26.0,78.0,US,USD,15550100285
,2026-08-03 23:30:00,customer_286@example.com,4,30.0,120.0,US,USD,15550100286
,2026-08-03 23:45:00,customer_287@example.com,2,18.0,36.0,US,USD,15550100287
,2026-08-04 00:00:00,customer_288@example.com,4,12.0,48.0,US,USD,15550100288
,2026-08-04 00:15:00,customer_289@example.com,3,17.0,51.0,US,USD,15550100289
,2026-08-04 00:30:00,customer_290@example.com,3,20.0,60.0,US,USD,15550100290
,2026-08-04 00:45:00,customer_291@example.com,3,27.0,81.0,US,USD,15550100291
,2026-08-04 01:00:00,customer_292@example.com,1,14.0,14.0,US,USD,15550100292
,2026-08-04 01:15:00,customer_293@example.com,2,17.0,34.0,US,USD,15550100293
,2026-08-04 01:30:00,customer_294@example.com,4,14.0,56.0,US,USD,15550100294
,2026-08-04 01:45:00,customer_295@example.com,2,12.0,24.0,US,USD,15550100295
,2026-08-04 02:00:00,customer_296@example.com,4,23.0,92.0,US,USD,15550100296
,2026-08-04 02:15:00,customer_297@example.com,3,27.0,81.0,US,USD,15550100297
,2026-08-04 02:30:00,customer_298@example.com,4,23.0,92.0,US,USD,15550100298
,2026-08-04 02:45:00,customer_299@example.com,1,16.0,16.0,US,USD,15550100299
,2026-08-04 03:00:00,customer_300@example.com,4,22.0,88.0,US,USD,15550100300
,2026-08-04 03:15:00,customer_301@example.com,5,10.0,50.0,US,USD,15550100301
,2026-08-04 03:30:00,customer_302@example.com,5,22.0,110.0,US,USD,15550100302
,2026-08-04 03:45:00,customer_303@example.com,4,10.0,40.0,US,USD,15550100303
,2026-08-04 04:00:00,customer_304@example.com,3,19.0,57.0,US,USD,15550100304
,2026-08-04 04:15:00,customer_305@example.com,4,23.0,92.0,US,USD,15550100305
,2026-08-04 04:30:00,customer_306@example.com,5,27.0,135.0,US,USD,15550100306
,2026-08-04 04:45:00,customer_307@example.com,5,17.0,85.0,US,USD,15550100307
,2026-08-04 05:00:00,customer_308@example.com,4,17.0,68.0,US,USD,15550100308
,2026-08-04 05:15:00,customer_309@example.com,3,23.0,69.0,US,USD,15550100309
,2026-08-04 05:30:00,customer_310@example.com,4,10.0,40.0,US,USD,15550100310
,2026-08-04 05:45:00,customer_311@example.com,4,20.0,80.0,US,USD,15550100311
,2026-08-04 06:00:00,customer_312@example.com,4,15.0,60.0,US,USD,15550100312
,2026-08-04 06:15:00,customer_313@example.com,4,14.0,56.0,US,USD,15550100313
,2026-08-04 06:30:00,customer_314@example.com,5,27.0,135.0,US,USD,15550100314
,2026-08-04 06:45:00,customer_315@example.com,1,22.0,22.0,US,USD,15550100315
,2026-08-04 07:00:00,customer_316@example.com,5,28.0,140.0,US,USD,15550100316
,2026-08-04 07:15:00,customer_317@example.com,1,12.0,12.0,US,USD,15550100317
,2026-08-04 07:30:00,customer_318@example.com,4,14.0,56.0,US,USD,15550100318
,2026-08-04 07:45:00,customer_319@example.com,4,15.0,60.0,US,USD,15550100319
,2026-08-04 08:00:00,customer_320@example.com,1,18.0,18.0,US,USD,15550100320
,2026-08-04 08:15:00,customer_321@example.com,4,20.0,80.0,US,USD,15550100321
,2026-08-04 08:30:00,customer_322@example.com,2,24.0,48.0,US,USD,15550100322
,2026-08-04 08:45:00,customer_323@example.com,3,20.0,60.0,US,USD,15550100323
