order_id,customer_email,quantity,unit_price,total,order_date,product_name
2160,user160@mail.com,2,53.32,106.64,2026-01-01,Product 10
2164,user164@mail.com,3,73.11,219.33,2026-01-01,Product 14
2165,user165@mail.com,5,39.44,197.2,2026-01-01,Product 15
2166,user166@mail.com,5,22.57,112.85,2026-01-01,Product 16
2167,user167@mail.com,2,87.82,175.64,2026-01-01,Product 17
2168,user168@mail.com,1,40.85,40.85,2026-01-01,Product 18
2169,user169@mail.com,4,63.37,253.48,2026-01-01,Product 19
2170,user170@mail.com,1,63.17,63.17,2026-01-01,Product 20
2171,user171@mail.com,2,93.52,187.04,2026-01-01,Product 21
2172,user172@mail.com,2,25.46,50.92,2026-01-01,Product 22
2173,user173@mail.com,1,79.45,79.45,2026-01-01,Product 23
2175,user175@mail.com,1,25.73,25.73,2026-01-01,Product 25
2176,user176@mail.com,5,85.21,426.05,2026-01-01,Product 26
2177,user177@mail.com,3,83.81,251.43,2026-01-01,Product 27
2178,user178@mail.com,5,13.62,68.1,2026-01-01,Product 28
2179,user179@mail.com,3,73.85,221.55,2026-01-01,Product 29
2180,user180@mail.com,2,23.82,47.64,2026-01-01,Product 0
2181,user181@mail.com,4,64.93,259.72,2026-01-01,Product 1
2182,user182@mail.com,1,67.94,67.94,2026-01-01,Product 2
2183,user183@mail.com,4,69.87,279.48,2026-01-01,Product 3
2184,user184@mail.com,1,20.81,20.81,2026-01-01,Product 4
2185,user185@mail.com,5,63.85,319.25,2026-01-01,Product 5
2186,user186@mail.com,5,18.99,94.95,2026-01-01,Product 6
2187,user187@mail.com,1,77.1,77.1,2026-01-01,Product 7
2188,user188@mail.com,4,15.74,62.96,2026-01-01,Product 8
2191,user191@mail.com,5,36.87,184.35,2026-01-01,Product 11
2192,user192@mail.com,2,80.05,160.1,2026-01-01,Product 12
2194,user194@mail.com,5,81.79,408.95,2026-01-01,Product 14
2195,user195@mail.com,3,71.76,215.28,2026-01-01,Product 15
2196,user196@mail.com,2,36.02,72.04,2026-01-01,Product 16
2198,user198@mail.com,3,92.33,276.99,2026-01-01,Product 18
2199,user199@mail.com,4,85.51,342.04,2026-01-01,Product 19
2200,user200@mail.com,2,69.39,138.78,2026-01-01,Product 20
2201,user201@mail.com,1,41.44,41.44,2026-01-01,Product 21
2202,user202@mail.com,3,55.94,167.82,2026-01-01,Product 22
2203,user203@mail.com,2,60.21,120.42,2026-01-01,Product 23
2204,user204@mail.com,4,17.75,71.0,2026-01-01,Product 24
2205,user205@mail.com,2,97.5,195.0,2026-01-01,Product 25
2208,user208@mail.com,3,54.35,163.05,2026-01-01,Product 28
2209,user209@mail.com,5,78.39,391.95,2026-01-01,Product 29
2210,user210@mail.com,4,33.48,133.92,2026-01-01,Product 0
2211,user211@mail.com,5,45.56,227.8,2026-01-01,Product 1
2212,user212@mail.com,5,57.3,286.5,2026-01-01,Product 2
2213,user213@mail.com,4,20.87,83.48,2026-01-01,Product 3
2214,user214@mail.com,5,86.67,433.35,2026-01-01,Product 4
2215,user215@mail.com,3,99.24,297.72,2026-01-01,Product 5
2216,user216@mail.com,2,47.58,95.16,2026-01-01,Product 6
2217,user217@mail.com,5,43.91,219.55,2026-01-01,Product 7
2218,user218@mail.com,3,63.47,190.41,2026-01-01,Product 8
2219,user219@mail.com,2,71.98,143.96,2026-01-01,Product 9
2220,user220@mail.com,2,88.17,176.34,2026-01-01,Product 10
2221,user221@mail.com,5,43.56,217.8,2026-01-01,Product 11
2222,user222@mail.com,3,78.83,236.49,2026-01-01,Product 12
2223,user223@mail.com,5,31.61,158.05,2026-01-01,Product 13
2224,user224@mail.com,4,71.24,284.96,2026-01-01,Product 14
2225,user225@mail.com,2,52.01,104.02,2026-01-01,Product 15
2226,user226@mail.com,5,69.55,347.75,2026-01-01,Product 16
2227,user227@mail.com,2,44.18,88.36,2026-01-01,Product 17
2228,user228@mail.com,3,36.49,109.47,2026-01-01,Product 18
2229,user229@mail.com,1,53.74,53.74,2026-01-01,Product 19
2230,user230@mail.com,5,90.56,452.8,2026-01-01,Product 20
2231,user231@mail.com,5,70.74,353.7,2026-01-01,Product 21
2232,user232@mail.com,2,65.05,130.1,2026-01-01,Product 22
2233,user233@mail.com,3,74.79,224.37,2026-01-01,Product 23
2234,user234@mail.com,4,75.62,302.48,2026-01-01,Product 24
2236,user236@mail.com,5,30.95,154.75,2026-01-01,Product 26
2237,user237@mail.com,4,55.82,223.28,2026-01-01,Product 27
2238,user238@mail.com,3,23.31,69.93,2026-01-01,Product 28
2239,user239@mail.com,1,52.73,52.73,2026-01-01,Product 29
2240,user240@mail.com,2,72.37,144.74,2026-01-01,Product 0
2241,user241@mail.com,3,10.67,32.01,2026-01-01,Product 1
2242,user242@mail.com,3,20.0,60.0,2026-01-01,Product 2
2243,user243@mail.com,1,96.59,96.59,2026-01-01,Product 3
2244,user244@mail.com,5,93.51,467.55,2026-01-01,Product 4
2245,user245@mail.com,2,47.61,95.22,2026-01-01,Product 5
2246,user246@mail.com,3,63.1,189.3,2026-01-01,Product 6
2247,user247@mail.com,4,23.98,95.92,2026-01-01,Product 7
2248,user248@mail.com,3,39.79,119.37,2026-01-01,Product 8
2249,user249@mail.com,2,81.36,162.72,2026-01-01,Product 9
2250,user250@mail.com,3,87.04,261.12,2026-01-01,Product 10
2251,user251@mail.com,1,46.48,46.48,2026-01-01,Product 11
2252,user252@mail.com,3,37.99,113.97,2026-01-01,Product 12
2253,user253@mail.com,3,71.35,214.05,2026-01-01,Product 13
2254,user254@mail.com,4,74.61,298.44,2026-01-01,Product 14
2255,user255@mail.com,1,98.54,98.54,2026-01-01,Product 15
2256,user256@mail.com,1,72.76,72.76,2026-01-01,Product 16
2257,user257@mail.com,3,31.61,94.83,2026-01-01,Product 17
2259,user259@mail.com,3,33.18,99.54,2026-01-01,Product 19
2260,user260@mail.com,3,30.4,91.2,2026-01-01,Product 20
2261,user261@mail.com,2,18.36,36.72,2026-01-01,Product 21
2262,user262@mail.com,2,49.99,99.98,2026-01-01,Product 22
2263,user263@mail.com,4,35.93,143.72,2026-01-01,Product 23
2264,user264@mail.com,5,93.26,466.3,2026-01-01,Product 24
2265,user265@mail.com,2,46.35,92.7,2026-01-01,Product 25
2266,user266@mail.com,5,88.9,444.5,2026-01-01,Product 26
2267,user267@mail.com,1,37.61,37.61,2026-01-01,Product 27
2268,user268@mail.com,2,84.83,169.66,2026-01-01,Product 28
2269,user269@mail.com,2,50.91,101.82,2026-01-01,Product 29
2270,user270@mail.com,4,12.91,51.64,2026-01-01,Product 0
2271,user271@mail.com,5,53.83,269.15,2026-01-01,Product 1
2272,user272@mail.com,2,30.41,60.82,2026-01-01,Product 2
2273,user273@mail.com,2,37.67,75.34,2026-01-01,Product 3
2274,user274@mail.com,4,71.59,286.36,2026-01-01,Product 4
2275,user275@mail.com,4,57.66,230.64,2026-01-01,Product 5
2277,user277@mail.com,1,94.24,94.24,2026-01-01,Product 7
2278,user278@mail.com,1,72.19,72.19,2026-01-01,Product 8
2279,user279@mail.com,3,87.72,263.16,2026-01-01,Product 9
2280,user280@mail.com,2,27.56,55.12,2026-01-01,Product 10
2283,user283@mail.com,5,39.31,196.55,2026-01-01,Product 13
2284,user284@mail.com,5,69.86,349.3,2026-01-01,Product 14
2285,user285@mail.com,5,85.63,428.15,2026-01-01,Product 15
2286,user286@mail.com,2,36.72,73.44,2026-01-01,Product 16
2287,user287@mail.com,4,48.23,192.92,2026-01-01,Product 17
2288,user288@mail.com,2,19.45,38.9,2026-01-01,Product 18
2289,user289@mail.com,5,47.15,235.75,2026-01-01,Product 19
2290,user290@mail.com,3,29.3,87.9,2026-01-01,Product 20
2291,user291@mail.com,1,44.42,44.42,2026-01-01,Product 21
2292,user292@mail.com,5,33.97,169.85,2026-01-01,Product 22
2293,user293@mail.com,3,82.79,248.37,2026-01-01,Product 23
2294,user294@mail.com,4,10.37,41.48,2026-01-01,Product 24
2295,user295@mail.com,5,40.48,202.4,2026-01-01,Product 25
2296,user296@mail.com,3,97.23,291.69,2026-01-01,Product 26
2297,user297@mail.com,5,71.11,355.55,2026-01-01,Product 27
2298,user298@mail.com,2,79.5,159.0,2026-01-01,Product 28
2299,user299@mail.com,3,87.39,262.17,2026-01-01,Product 29
2300,user300@mail.com,2,42.57,85.14,2026-01-01,Product 0
2303,user303@mail.com,1,68.74,68.74,2026-01-01,Product 3
2304,user304@mail.com,3,43.37,130.11,2026-01-01,Product 4
2305,user305@mail.com,1,50.35,50.35,2026-01-01,Product 5
2306,user306@mail.com,5,84.3,421.5,2026-01-01,Product 6
2307,user307@mail.com,5,13.26,66.3,2026-01-01,Product 7
2308,user308@mail.com,3,40.12,120.36,2026-01-01,Product 8
2309,user309@mail.com,5,53.96,269.8,2026-01-01,Product 9
2310,user310@mail.com,4,36.93,147.72,2026-01-01,Product 10
2311,user311@mail.com,2,50.12,100.24,2026-01-01,Product 11
2312,user312@mail.com,2,46.16,92.32,2026-01-01,Product 12
2313,user313@mail.com,1,93.15,93.15,2026-01-01,Product 13
2314,user314@mail.com,5,54.38,271.9,2026-01-01,Product 14
2315,user315@mail.com,1,52.87,52.87,2026-01-01,Product 15
2316,user316@mail.com,2,32.9,65.8,2026-01-01,Product 16
2317,user317@mail.com,2,14.17,28.34,2026-01-01,Product 17
2318,user318@mail.com,5,36.95,184.75,2026-01-01,Product 18
2319,user319@mail.com,4,12.45,49.8,2026-01-01,Product 19
2320,user320@mail.com,4,84.41,337.64,2026-01-01,Product 20
2321,user321@mail.com,5,28.39,141.95,2026-01-01,Product 21
2322,user322@mail.com,5,92.01,460.05,2026-01-01,Product 22
2323,user323@mail.com,1,89.73,89.73,2026-01-01,Product 23
2324,user324@mail.com,5,69.82,349.1,2026-01-01,Product 24
2325,user325@mail.com,4,87.63,350.52,2026-01-01,Product 25
2326,user326@mail.com,5,89.01,445.05,2026-01-01,Product 26
2327,user327@mail.com,1,79.87,79.87,2026-01-01,Product 27
2328,user328@mail.com,1,55.71,55.71,2026-01-01,Product 28
2329,user329@mail.com,1,95.5,95.5,2026-01-01,Product 29
2330,user330@mail.com,1,83.6,83.6,2026-01-01,Product 0
2331,user331@mail.com,3,21.43,64.29,2026-01-01,Product 1
2332,user332@mail.com,5,47.79,238.95,2026-01-01,Product 2
2333,user333@mail.com,2,58.57,117.14,2026-01-01,Product 3
2334,user334@mail.com,5,57.65,288.25,2026-01-01,Product 4
2335,user335@mail.com,3,44.16,132.48,2026-01-01,Product 5
2336,user336@mail.com,1,57.85,57.85,2026-01-01,Product 6
2337,user337@mail.com,3,18.37,55.11,2026-01-01,Product 7
2339,user339@mail.com,4,54.8,219.2,2026-01-01,Product 9
2341,user341@mail.com,5,72.4,362.0,2026-01-01,Product 11
2342,user342@mail.com,2,20.15,40.3,2026-01-01,Product 12
2343,user343@mail.com,2,41.56,83.12,2026-01-01,Product 13
2344,user344@mail.com,4,76.26,305.04,2026-01-01,Product 14
2345,user345@mail.com,1,40.32,40.32,2026-01-01,Product 15
2346,user346@mail.com,3,61.02,183.06,2026-01-01,Product 16
2347,user347@mail.com,2,96.51,193.02,2026-01-01,Product 17
2348,user348@mail.com,2,17.19,34.38,2026-01-01,Product 18
2349,user349@mail.com,1,27.13,27.13,2026-01-01,Product 19
2350,user350@mail.com,1,53.25,53.25,2026-01-01,Product 20
2351,user351@mail.com,5,76.46,382.3,2026-01-01,Product 21
2352,user352@mail.com,3,39.71,119.13,2026-01-01,Product 22
2353,user353@mail.com,1,20.57,20.57,2026-01-01,Product 23
2354,user354@mail.com,2,38.42,76.84,2026-01-01,Product 24
2355,user355@mail.com,2,68.0,136.0,2026-01-01,Product 25
2356,user356@mail.com,4,81.33,325.32,2026-01-01,Product 26
2357,user357@mail.com,1,97.93,97.93,2026-01-01,Product 27
2359,user359@mail.com,3,54.3,162.9,2026-01-01,Product 29
2360,user360@mail.com,5,36.34,181.7,2026-01-01,Product 0
2361,user361@mail.com,2,93.48,186.96,2026-01-01,Product 1
2362,user362@mail.com,5,58.08,290.4,2026-01-01,Product 2
2363,user363@mail.com,2,71.99,143.98,2026-01-01,Product 3
2364,user364@mail.com,2,52.52,105.04,2026-01-01,Product 4
2365,user365@mail.com,2,31.79,63.58,2026-01-01,Product 5
2366,user366@mail.com,2,59.22,118.44,2026-01-01,Product 6
2367,user367@mail.com,2,85.59,171.18,2026-01-01,Product 7
2368,user368@mail.com,4,44.5,178.0,2026-01-01,Product 8
2369,user369@mail.com,5,70.19,350.95,2026-01-01,Product 9
2370,user370@mail.com,4,13.81,55.24,2026-01-01,Product 10
2371,user371@mail.com,4,94.29,377.16,2026-01-01,Product 11
2372,user372@mail.com,1,97.29,97.29,2026-01-01,Product 12
2373,user373@mail.com,1,44.77,44.77,2026-01-01,Product 13
2374,user374@mail.com,1,54.85,54.85,2026-01-01,Product 14
2375,user375@mail.com,3,24.45,73.35,2026-01-01,Product 15
2376,user376@mail.com,1,27.66,27.66,2026-01-01,Product 16
2377,user377@mail.com,5,64.19,320.95,2026-01-01,Product 17
2378,user378@mail.com,4,66.43,265.72,2026-01-01,Product 18
2379,user379@mail.com,5,40.74,203.7,2026-01-01,Product 19
2380,user380@mail.com,1,43.66,43.66,2026-01-01,Product 20
2381,user381@mail.com,3,55.56,166.68,2026-01-01,Product 21
2382,user382@mail.com,3,94.58,283.74,2026-01-01,Product 22
2383,user383@mail.com,4,23.47,93.88,2026-01-01,Product 23
2385,user385@mail.com,2,15.24,30.48,2026-01-01,Product 25
2386,user386@mail.com,5,51.25,256.25,2026-01-01,Product 26
2387,user387@mail.com,1,45.75,45.75,2026-01-01,Product 27
2388,user388@mail.com,2,24.78,49.56,2026-01-01,Product 28
2390,user390@mail.com,4,50.51,202.04,2026-01-01,Product 0
2391,user391@mail.com,4,21.39,85.56,2026-01-01,Product 1
2392,user392@mail.com,3,36.53,109.59,2026-01-01,Product 2
2393,user393@mail.com,1,16.41,16.41,2026-01-01,Product 3
2394,user394@mail.com,3,36.76,110.28,2026-01-01,Product 4
2395,user395@mail.com,1,58.03,58.03,2026-01-01,Product 5
2396,user396@mail.com,2,76.95,153.9,2026-01-01,Product 6
2397,user397@mail.com,3,84.74,254.22,2026-01-01,Product 7
2398,user398@mail.com,1,40.41,40.41,2026-01-01,Product 8
2399,user399@mail.com,2,94.49,188.98,2026-01-01,Product 9
2400,user400@mail.com,3,31.66,94.98,2026-01-01,Product 10
2401,user401@mail.com,4,17.25,69.0,2026-01-01,Product 11
2402,user402@mail.com,3,93.25,279.75,2026-01-01,Product 12
2403,user403@mail.com,5,58.58,292.9,2026-01-01,Product 13
2405,user405@mail.com,5,90.83,454.15,2026-01-01,Product 15
2407,user407@mail.com,3,84.92,254.76,2026-01-01,Product 17
2408,user408@mail.com,2,36.31,72.62,2026-01-01,Product 18
2409,user409@mail.com,2,88.61,177.22,2026-01-01,Product 19
2410,user410@mail.com,1,68.48,68.48,2026-01-01,Product 20
2411,user411@mail.com,2,76.42,152.84,2026-01-01,Product 21
2413,user413@mail.com,3,32.05,96.15,2026-01-01,Product 23
2414,user414@mail.com,3,46.74,140.22,2026-01-01,Product 24
2415,user415@mail.com,4,61.77,247.08,2026-01-01,Product 25
2416,user416@mail.com,1,69.94,69.94,2026-01-01,Product 26
2418,user418@mail.com,1,72.9,72.9,2026-01-01,Product 28
2419,user419@mail.com,5,73.75,368.75,2026-01-01,Product 29
2420,user420@mail.com,2,69.95,139.9,2026-01-01,Product 0
2421,user421@mail.com,1,32.6,32.6,2026-01-01,Product 1
2422,user422@mail.com,4,50.17,200.68,2026-01-01,Product 2
2423,user423@mail.com,4,78.92,315.68,2026-01-01,Product 3
2424,user424@mail.com,2,89.83,179.66,2026-01-01,Product 4
2425,,5,55.11,275.55,2026-01-01,Product 5
2426,user426@mail.com,4,98.81,395.24,2026-01-01,Product 6
2427,user427@mail.com,4,25.72,102.88,2026-01-01,Product 7
2428,user428@mail.com,5,30.19,150.95,2026-01-01,Product 8
2429,user429@mail.com,1,51.47,51.47,2026-01-01,Product 9
2430,user430@mail.com,4,55.79,223.16,2026-01-01,Product 10
2431,user431@mail.com,3,48.2,144.6,2026-01-01,Product 11
2432,user432@mail.com,4,48.74,194.96,2026-01-01,Product 12
2433,user433@mail.com,1,53.85,53.85,2026-01-01,Product 13
2434,user434@mail.com,1,38.81,38.81,2026-01-01,Product 14
2435,user435@mail.com,2,21.78,43.56,2026-01-01,Product 15
2436,user436@mail.com,3,96.05,288.15,2026-01-01,Product 16
2437,user437@mail.com,1,81.55,81.55,2026-01-01,Product 17
2438,user438@mail.com,5,83.34,416.7,2026-01-01,Product 18
2439,user439@mail.com,3,42.85,128.55,2026-01-01,Product 19
2440,user440@mail.com,3,46.35,139.05,2026-01-01,Product 20
2441,user441@mail.com,5,94.23,471.15,2026-01-01,Product 21
2442,user442@mail.com,4,97.56,390.24,2026-01-01,Product 22
2443,user443@mail.com,5,94.84,474.2,2026-01-01,Product 23
2444,user444@mail.com,5,67.83,339.15,2026-01-01,Product 24
2445,user445@mail.com,4,31.84,127.36,2026-01-01,Product 25
2446,user446@mail.com,4,64.45,257.8,2026-01-01,Product 26
2447,user447@mail.com,4,63.02,252.08,2026-01-01,Product 27
2448,user448@mail.com,4,91.74,366.96,2026-01-01,Product 28
2449,user449@mail.com,4,38.05,152.2,2026-01-01,Product 29
2450,user450@mail.com,5,28.06,140.3,2026-01-01,Product 0
2451,user451@mail.com,2,33.92,67.84,2026-01-01,Product 1
2452,user452@mail.com,2,31.88,63.76,2026-01-01,Product 2
2453,user453@mail.com,1,68.35,68.35,2026-01-01,Product 3
2454,user454@mail.com,2,83.12,166.24,2026-01-01,Product 4
2455,user455@mail.com,2,43.13,86.26,2026-01-01,Product 5
2456,user456@mail.com,5,25.88,129.4,2026-01-01,Product 6
2457,user457@mail.com,4,40.88,163.52,2026-01-01,Product 7
2458,user458@mail.com,4,59.19,236.76,2026-01-01,Product 8
2459,user459@mail.com,5,69.8,349.0,2026-01-01,Product 9
2460,user460@mail.com,2,59.48,118.96,2026-01-01,Product 10
2461,user461@mail.com,5,33.11,165.55,2026-01-01,Product 11
2462,user462@mail.com,1,92.62,92.62,2026-01-01,Product 12
2463,user463@mail.com,4,49.4,197.6,2026-01-01,Product 13
